token	score	savings	qwen_tokens
sağçı	-12.094769477844238	2	sa ÄŁ Ã§Ä±
Sistemin	-12.094524383544922	2	S ist emin
kanalına	-12.094487190246582	2	kan al Ä±na
faizinin	-12.093144416809082	2	fa iz inin
koviç	-12.092809677124023	2	k ovi Ã§
endemik	-12.092408180236816	2	end em ik
lezbiyan	-12.091862678527832	2	lez bi yan
erkək	-12.091490745544434	2	erk ÉĻ k
Uşaq	-12.091413497924805	2	U ÅŁ aq
yığın	-12.091386795043945	2	y Ä±ÄŁ Ä±n
Sıra	-12.090902328491211	2	S Ä± ra
bəyi	-12.090180397033691	2	b ÉĻ yi
Prezident	-12.090118408203125	2	Pre z ident
kitablarında	-12.089837074279785	2	kit ab larÄ±nda
getmişdi	-12.089640617370605	2	get miÅŁ di
Preston	-12.089479446411133	2	P rest on
Luiziana	-12.089146614074707	2	Lu iz iana
ağacdan	-12.088891983032227	2	aÄŁ ac dan
elektron	-12.08873176574707	2	ele k tron
şükür	-12.088604927062988	2	ÅŁ Ã¼k Ã¼r
gülür	-12.088581085205078	2	g Ã¼l Ã¼r
dininə	-12.088461875915527	2	d inin ÉĻ
bazasını	-12.08736801147461	2	baz as Ä±nÄ±
Birdən	-12.086987495422363	2	Bird ÉĻ n
Onunla	-12.086875915527344	2	On un la
Yaxşı	-12.086640357971191	2	Y ax ÅŁÄ±
arbitraj	-12.086516380310059	2	ar bit raj
təs	-12.086491584777832	2	t ÉĻ s
Qardaş	-12.086386680603027	2	Q arda ÅŁ
Toxum	-12.0863037109375	2	To x um
Şahmat	-12.086119651794434	2	Åŀ ah mat
Növ	-12.085880279541016	2	N Ã¶ v
zən	-12.085615158081055	2	z ÉĻ n
Moskva	-12.08555793762207	2	Mos k va
divarının	-12.08534049987793	2	div ar Ä±nÄ±n
nahiyə	-12.084467887878418	2	nah iy ÉĻ
özünüzü	-12.08437442779541	2	Ã¶z Ã¼n Ã¼zÃ¼
Qəbir	-12.084294319152832	2	Q ÉĻ bir
abstrakt	-12.084277153015137	2	ab str akt
başından	-12.083976745605469	2	ba ÅŁ Ä±ndan
limanından	-12.083775520324707	2	lim an Ä±ndan
formalarda	-12.083209037780762	2	form al arda
çalışa	-12.08307933807373	2	Ã§ alÄ±ÅŁ a
filologiya	-12.082271575927734	2	fil olog iya
qapının	-12.08127498626709	2	q ap Ä±nÄ±n
şkaf	-12.081094741821289	2	ÅŁ k af
qarovul	-12.081045150756836	2	q arov ul
Ağsu	-12.08057975769043	2	A ÄŁ su
meyli	-12.080552101135254	2	m ey li
klublarında	-12.080269813537598	2	kl ub larÄ±nda
Təh	-12.079971313476562	2	T ÉĻ h
yaşanan	-12.079551696777344	2	ya ÅŁ anan
düyünü	-12.079438209533691	2	dÃ¼ y Ã¼nÃ¼
himayə	-12.078535079956055	2	him ay ÉĻ
manatı	-12.077857971191406	2	man at Ä±
tapıntılar	-12.077019691467285	2	tap Ä±ntÄ± lar
veriliş	-12.076979637145996	2	ver ili ÅŁ
reallığı	-12.076790809631348	2	re all Ä±ÄŁÄ±
yimiz	-12.07651424407959	2	y im iz
qatarların	-12.076462745666504	2	q atar larÄ±n
bitirmiş	-12.076183319091797	2	bit irm iÅŁ
nFransa	-12.076104164123535	2	n Fr ansa
salmağa	-12.075983047485352	2	sal ma ÄŁa
Kazım	-12.075889587402344	2	K az Ä±m
qəsr	-12.075726509094238	2	q ÉĻ sr
satışını	-12.075695037841797	2	sat Ä±ÅŁ Ä±nÄ±
satirik	-12.075151443481445	2	sat ir ik
Ekvador	-12.075141906738281	2	Ek v ador
Kiçik	-12.074953079223633	2	Ki Ã§ ik
başçı	-12.074930191040039	2	ba ÅŁ Ã§Ä±
çıxana	-12.073899269104004	2	Ã§Ä± x ana
Kazımov	-12.073486328125	2	K azÄ± mov
yeyir	-12.072750091552734	2	y ey ir
ekologiya	-12.072549819946289	2	ek olog iya
qamçı	-12.072535514831543	2	q am Ã§Ä±
camaat	-12.072479248046875	2	c ama at
problemini	-12.072388648986816	2	pro ble mini
izahı	-12.072138786315918	2	iz ah Ä±
strukturuna	-12.072129249572754	2	str uktur una
mırdı	-12.071951866149902	2	mÄ± rd Ä±
qızım	-12.071181297302246	2	q Ä±z Ä±m
gülünc	-12.07087516784668	2	g Ã¼lÃ¼ nc
düstur	-12.07079029083252	2	dÃ¼ st ur
poeması	-12.070688247680664	2	po emas Ä±
Bioloji	-12.070685386657715	2	Bi olo ji
çalı	-12.07058334350586	2	Ã§ al Ä±
stasionar	-12.070493698120117	2	st asion ar
kreslo	-12.068743705749512	2	k res lo
etiqad	-12.067694664001465	2	et iq ad
Koronavirus	-12.067601203918457	2	K oron avirus
Mağaza	-12.066291809082031	2	Ma ÄŁ aza
qalığı	-12.066173553466797	2	q al Ä±ÄŁÄ±
gücün	-12.065973281860352	2	gÃ¼ c Ã¼n
qırış	-12.065959930419922	2	q Ä±r Ä±ÅŁ
Təmir	-12.065738677978516	2	T ÉĻ mir
gözün	-12.065714836120605	2	g Ã¶z Ã¼n
Lionel	-12.065303802490234	2	L ion el
Eagles	-12.06513500213623	2	E ag les
dözə	-12.065055847167969	2	d Ã¶z ÉĻ
Şerif	-12.064682960510254	2	Åŀ er if
oqraf	-12.064386367797852	2	o q raf
saatları	-12.06395149230957	2	sa at larÄ±
yuxuda	-12.06360149383545	2	y ux uda
sürt	-12.063170433044434	2	s Ã¼ rt
sazişi	-12.062978744506836	2	s azi ÅŁi
yaşları	-12.062697410583496	2	ya ÅŁ larÄ±
daşdan	-12.062615394592285	2	da ÅŁ dan
setdə	-12.062495231628418	2	set d ÉĻ
tikiş	-12.062410354614258	2	t iki ÅŁ
mizdir	-12.061943054199219	2	m iz dir
yuxuya	-12.061267852783203	2	y ux uya
qidaların	-12.06125545501709	2	qid alar Ä±n
bulaq	-12.061022758483887	2	b ula q
nÇin	-12.060998916625977	2	n Ãĩ in
ayırdı	-12.060403823852539	2	ayÄ± rd Ä±
Gibson	-12.059237480163574	2	G ib son
quşu	-12.05916690826416	2	qu ÅŁ u
vurması	-12.05883502960205	2	v ur masÄ±
neftinin	-12.058679580688477	2	ne ft inin
divizion	-12.058550834655762	2	div iz ion
poetik	-12.05820083618164	2	po et ik
koordinatoru	-12.058185577392578	2	ko ordinator u
qəbz	-12.057130813598633	2	q ÉĻ bz
vermə	-12.056929588317871	2	ver m ÉĻ
qoluna	-12.05675983428955	2	q ol una
salınma	-12.056631088256836	2	sal Ä±n ma
Taliban	-12.056009292602539	2	T al iban
resurslarının	-12.055779457092285	2	res urs larÄ±nÄ±n
korpusu	-12.055520057678223	2	kor pus u
İsayev	-12.055304527282715	2	Ä° say ev
ləş	-12.054546356201172	2	l ÉĻ ÅŁ
enberq	-12.054023742675781	2	en ber q
xəmir	-12.053709030151367	2	x ÉĻ mir
xanlığı	-12.053680419921875	2	x an lÄ±ÄŁÄ±
Şükür	-12.052796363830566	2	Åŀ Ã¼k Ã¼r
Əhalisi	-12.05262279510498	2	Æı hal isi
matçları	-12.052367210388184	2	mat Ã§ larÄ±
İrsi	-12.052145004272461	2	Ä° rs i
alqı	-12.05145263671875	2	al q Ä±
Atasının	-12.051233291625977	2	At as Ä±nÄ±n
doğurdu	-12.050811767578125	2	doÄŁ ur du
Assambleya	-12.050472259521484	2	Ass amble ya
önünə	-12.049921989440918	2	Ã¶n Ã¼n ÉĻ
qranit	-12.04979133605957	2	q ran it
rezonans	-12.049269676208496	2	rez on ans
Surrey	-12.048833847045898	2	S urre y
Süvari	-12.04880142211914	2	S Ã¼ vari
fotosunu	-12.048684120178223	2	f otos unu
misən	-12.048452377319336	2	mis ÉĻ n
aləmi	-12.04736614227295	2	al ÉĻ mi
sessiyası	-12.047333717346191	2	sess iy asÄ±
istiliyi	-12.047235488891602	2	ist ili yi
Peterburq	-12.047114372253418	2	Peter bur q
vadisi	-12.046732902526855	2	v ad isi
Köln	-12.04672908782959	2	K Ã¶ ln
ddət	-12.046424865722656	2	dd ÉĻ t
ölümünü	-12.046339988708496	2	Ã¶l Ã¼m Ã¼nÃ¼
quruma	-12.045804023742676	2	q ur uma
danışılır	-12.04513168334961	2	dan Ä±ÅŁ Ä±lÄ±r
zərb	-12.043959617614746	2	z ÉĻ rb
interfeysi	-12.043719291687012	2	inter fe ysi
metodlar	-12.043554306030273	2	met od lar
Hitlerin	-12.043265342712402	2	Hit ler in
Alayının	-12.043182373046875	2	Al ay Ä±nÄ±n
lamışdı	-12.043142318725586	2	lam Ä±ÅŁ dÄ±
Direktorlar	-12.043066024780273	2	Dire ktor lar
imkanını	-12.04167652130127	2	im kan Ä±nÄ±
meyit	-12.040827751159668	2	m ey it
İttiham	-12.040447235107422	2	Ä° tti ham
Şeytan	-12.039895057678223	2	Åŀ ey tan
Henderson	-12.03941535949707	2	H end erson
uzantısı	-12.03915786743164	2	uz ant Ä±sÄ±
verilmişdi	-12.038776397705078	2	ver ilmiÅŁ di
dondurma	-12.038448333740234	2	d ond urma
Morrison	-12.037582397460938	2	M orr ison
Yeddinci	-12.037410736083984	2	Y edd inci
laşmışdı	-12.037381172180176	2	laÅŁ mÄ±ÅŁ dÄ±
blokları	-12.036907196044922	2	blo kl arÄ±
Vidadi	-12.036886215209961	2	V id adi
çarpan	-12.036284446716309	2	Ã§ ar pan
Oyuna	-12.0360746383667	2	O y una
qiyam	-12.036035537719727	2	q iy am
Brisbane	-12.035808563232422	2	B ris bane
baxanda	-12.03538703918457	2	b ax anda
ayaqlı	-12.034420013427734	2	aya ql Ä±
Sənin	-12.034282684326172	2	S ÉĻ nin
Kazan	-12.034211158752441	2	K az an
Nizam	-12.033288955688477	2	N iz am
Səh	-12.032896995544434	2	S ÉĻ h
Leninqrad	-12.032735824584961	2	Len inq rad
Zalına	-12.032529830932617	2	Z al Ä±na
Musiqili	-12.031798362731934	2	Mus iq ili
Davies	-12.03172492980957	2	D av ies
sistematik	-12.030755043029785	2	sist emat ik
ideologiya	-12.03061580657959	2	ide olog iya
ırıq	-12.030498504638672	2	Ä±r Ä± q
paylaşdığı	-12.030360221862793	2	pay laÅŁ dÄ±ÄŁÄ±
çayların	-12.030256271362305	2	Ã§ ay larÄ±n
iyasının	-12.030163764953613	2	iy as Ä±nÄ±n
Reklam	-12.030092239379883	2	Re kl am
Limanında	-12.030078887939453	2	L iman Ä±nda
Yeraltı	-12.02989387512207	2	Y er altÄ±
sarayının	-12.029674530029297	2	sar ay Ä±nÄ±n
Klark	-12.02966594696045	2	K l ark
Qvatemala	-12.029655456542969	2	Q v atemala
budaq	-12.029455184936523	2	b uda q
BƏƏ	-12.029146194458008	2	B Æı Æı
Zəng	-12.028922080993652	2	Z ÉĻ ng
Mehmet	-12.028658866882324	2	M eh met
İxtisas	-12.028395652770996	2	Ä° xt isas
qabın	-12.027985572814941	2	q ab Ä±n
verən	-12.027981758117676	2	ver ÉĻ n
bək	-12.027746200561523	2	b ÉĻ k
traktor	-12.027653694152832	2	tr akt or
Dəri	-12.027560234069824	2	D ÉĻ ri
sularında	-12.027339935302734	2	s ular Ä±nda
Kənd	-12.025335311889648	2	K ÉĻ nd
yağacağı	-12.024943351745605	2	ya ÄŁ acaÄŁÄ±
İqor	-12.024738311767578	2	Ä° q or
deyerler	-12.024554252624512	2	de yer ler
azaldılmış	-12.024077415466309	2	az ald Ä±lmÄ±ÅŁ
balansı	-12.023027420043945	2	bal ans Ä±
ərdi	-12.022469520568848	2	ÉĻ rd i
sırası	-12.020939826965332	2	sÄ± ras Ä±
yaratmış	-12.020928382873535	2	y arat mÄ±ÅŁ
diaspor	-12.02065372467041	2	d ias por
otağının	-12.020179748535156	2	ota ÄŁ Ä±nÄ±n
Friedrich	-12.019996643066406	2	F ried rich
pompa	-12.019530296325684	2	p om pa
slavyan	-12.019497871398926	2	sl avy an
kampusu	-12.019444465637207	2	k ampus u
təkid	-12.019343376159668	2	t ÉĻ kid
Manhetten	-12.0189790725708	2	Man het ten
filialının	-12.018750190734863	2	fil ial Ä±nÄ±n
Novruzov	-12.0172700881958	2	Nov ruz ov
Gəlin	-12.016942977905273	2	G ÉĻ lin
mirzə	-12.016860008239746	2	mir z ÉĻ
qalmır	-12.016359329223633	2	q alm Ä±r
Qanuna	-12.016352653503418	2	Q an una
adalarının	-12.016325950622559	2	ad alar Ä±nÄ±n
Dövr	-12.016197204589844	2	D Ã¶ vr
illiyini	-12.015786170959473	2	ill iy ini
səl	-12.01508617401123	2	s ÉĻ l
piramida	-12.014942169189453	2	pir am ida
formasıdır	-12.014663696289062	2	form asÄ± dÄ±r
zəbt	-12.013935089111328	2	z ÉĻ bt
komplo	-12.01321792602539	2	k omp lo
tibb	-12.013069152832031	2	t ib b
iddiasını	-12.012701988220215	2	idd ias Ä±nÄ±
Əfqan	-12.012552261352539	2	Æı fq an
şək	-12.011920928955078	2	ÅŁ ÉĻ k
Monqol	-12.011483192443848	2	Mon q ol
qrupla	-12.011358261108398	2	qr up la
yarışdan	-12.011096000671387	2	yar Ä±ÅŁ dan
əyilmiş	-12.010960578918457	2	ÉĻ y ilmiÅŁ
Miguel	-12.010419845581055	2	M ig uel
laşdıra	-12.010035514831543	2	laÅŁ dÄ± ra
qurudu	-12.009991645812988	2	q ur udu
Atletik	-12.0098237991333	2	At let ik
əllə	-12.009775161743164	2	ÉĻ ll ÉĻ
Pənah	-12.009251594543457	2	P ÉĻ nah
xalqa	-12.009122848510742	2	x al qa
Alyaska	-12.008933067321777	2	A ly aska
Qayda	-12.008844375610352	2	Q ay da
paltarı	-12.008596420288086	2	p alt arÄ±
konserv	-12.008207321166992	2	k ons erv
Kapital	-12.008198738098145	2	K ap ital
almadı	-12.006752014160156	2	alm ad Ä±
ekosistem	-12.006325721740723	2	ek os istem
dağlarda	-12.006141662597656	2	daÄŁ l arda
xanı	-12.006061553955078	2	x an Ä±
analoq	-12.004467964172363	2	an alo q
məs	-12.004107475280762	2	m ÉĻ s
bucaq	-12.003436088562012	2	bu ca q
Windsor	-12.002949714660645	2	W inds or
evsiz	-12.002528190612793	2	ev s iz
möhürü	-12.00114631652832	2	m Ã¶h Ã¼rÃ¼
sursat	-12.0009126663208	2	s urs at
matçdan	-12.000889778137207	2	mat Ã§ dan
bildiyini	-12.000566482543945	2	bild iy ini
efirdə	-12.000521659851074	2	ef ird ÉĻ
İnter	-12.000470161437988	2	Ä° nt er
qurbanlarının	-11.999773025512695	2	q urban larÄ±nÄ±n
tutduğunu	-11.999581336975098	2	t ut duÄŁunu
Əlinin	-11.999190330505371	2	Æı lin in
zonaları	-11.998997688293457	2	zon alar Ä±
formalarının	-11.998106002807617	2	form alar Ä±nÄ±n
olunsun	-11.9981050491333	2	ol uns un
şoular	-11.998056411743164	2	ÅŁ oul ar
yararlan	-11.996634483337402	2	yar ar lan
izlə	-11.99646282196045	2	iz l ÉĻ
bəzi	-11.99643325805664	2	b ÉĻ zi
azarkeş	-11.996341705322266	2	azar ke ÅŁ
Çətin	-11.996109008789062	2	Ãĩ ÉĻ tin
Vilhelm	-11.995984077453613	2	V il helm
İkinci	-11.9954833984375	2	Ä° k inci
saytının	-11.994935035705566	2	say t Ä±nÄ±n
borcludur	-11.99492073059082	2	bor clud ur
Qonaq	-11.994664192199707	2	Q ona q
ekranı	-11.994577407836914	2	ek ran Ä±
düşün	-11.993168830871582	2	d Ã¼ÅŁ Ã¼n
karlıq	-11.992605209350586	2	kar lÄ± q
Şəxs	-11.991830825805664	2	Åŀ ÉĻ xs
binasına	-11.991718292236328	2	bin as Ä±na
İxrac	-11.991290092468262	2	Ä° x rac
köpək	-11.991080284118652	2	kÃ¶p ÉĻ k
sultanı	-11.990646362304688	2	s ultan Ä±
dilin	-11.989912986755371	2	d il in
daşıya	-11.98929214477539	2	da ÅŁÄ± ya
Frederik	-11.989089965820312	2	Fre der ik
tüklü	-11.9888334274292	2	tÃ¼ kl Ã¼
görün	-11.988812446594238	2	g Ã¶r Ã¼n
pozduğu	-11.988758087158203	2	po z duÄŁu
baxılır	-11.988662719726562	2	b ax Ä±lÄ±r
aləm	-11.988297462463379	2	al ÉĻ m
oynama	-11.988057136535645	2	o yn ama
torpido	-11.987618446350098	2	tor p ido
çatı	-11.987617492675781	2	Ã§ at Ä±
aşıq	-11.987473487854004	2	a ÅŁÄ± q
başda	-11.987467765808105	2	ba ÅŁ da
iqlimi	-11.987298011779785	2	i ql imi
güclə	-11.986709594726562	2	gÃ¼ cl ÉĻ
tikə	-11.986634254455566	2	t ik ÉĻ
ziyalı	-11.986468315124512	2	zi yal Ä±
şərik	-11.986430168151855	2	ÅŁ ÉĻ rik
videoları	-11.986367225646973	2	vide olar Ä±
saytlar	-11.985764503479004	2	say tl ar
çıxaran	-11.985666275024414	2	Ã§Ä± x aran
edirdim	-11.985595703125	2	ed ird im
Konqo	-11.985296249389648	2	Kon q o
Dərs	-11.984810829162598	2	D ÉĻ rs
qoruya	-11.984097480773926	2	q or uya
Klinton	-11.983997344970703	2	K l inton
Eramız	-11.982888221740723	2	E ram Ä±z
qalanlar	-11.982786178588867	2	q alan lar
paltarları	-11.982358932495117	2	p altar larÄ±
aylarda	-11.982054710388184	2	ay l arda
axınının	-11.98193073272705	2	ax Ä±nÄ±n Ä±n
girişi	-11.981735229492188	2	g iri ÅŁi
sudan	-11.981435775756836	2	s ud an
Ordusunda	-11.981392860412598	2	Ord us unda
prodüsser	-11.980293273925781	2	prod Ã¼ss er
Stevens	-11.979866981506348	2	St ev ens
debütü	-11.97777271270752	2	deb Ã¼t Ã¼
festivalında	-11.977624893188477	2	f estival Ä±nda
fət	-11.977398872375488	2	f ÉĻ t
Fər	-11.977388381958008	2	F ÉĻ r
sonrası	-11.977216720581055	2	son ras Ä±
gedişi	-11.975777626037598	2	ged i ÅŁi
Nasist	-11.975414276123047	2	N as ist
baxa	-11.97421646118164	2	b ax a
yemə	-11.974141120910645	2	y em ÉĻ
nAvropa	-11.973392486572266	2	n Av ropa
yanaş	-11.973145484924316	2	y ana ÅŁ
ağrılı	-11.97279167175293	2	aÄŁ r Ä±lÄ±
sırasına	-11.972577095031738	2	sÄ± ras Ä±na
oturur	-11.972262382507324	2	ot ur ur
Korpus	-11.9718017578125	2	K or pus
kampusun	-11.971555709838867	2	k ampus un
yazıldı	-11.971427917480469	2	y az Ä±ldÄ±
Janeyro	-11.971097946166992	2	Jan ey ro
danışdığı	-11.970949172973633	2	dan Ä±ÅŁ dÄ±ÄŁÄ±
Yolun	-11.970837593078613	2	Y ol un
ılaraq	-11.970664978027344	2	Ä±l ara q
düçar	-11.970612525939941	2	dÃ¼ Ã§ ar
istedadı	-11.969891548156738	2	isted ad Ä±
anlayır	-11.969714164733887	2	an lay Ä±r
Afrikaya	-11.969405174255371	2	Af rik aya
dostluğu	-11.968539237976074	2	d ost luÄŁu
hesabları	-11.968048095703125	2	hes ab larÄ±
Sarayı	-11.96786880493164	2	S ar ayÄ±
dırnaq	-11.967517852783203	2	dÄ±r na q
geyindi	-11.967098236083984	2	ge y indi
aparatının	-11.966901779174805	2	ap arat Ä±nÄ±n
çuluq	-11.966819763183594	2	Ã§ ulu q
şansını	-11.966708183288574	2	ÅŁ ans Ä±nÄ±
həyat	-11.966377258300781	2	h ÉĻ yat
İraqda	-11.966306686401367	2	Ä° raq da
ansambl	-11.965847969055176	2	ans am bl
vampir	-11.965804100036621	2	v amp ir
nən	-11.965514183044434	2	n ÉĻ n
dekanı	-11.965152740478516	2	de kan Ä±
oynanan	-11.964954376220703	2	o yn anan
istintaqa	-11.96462631225586	2	ist inta qa
Şimali	-11.964436531066895	2	Åŀ imal i
mesajları	-11.96422004699707	2	mes aj larÄ±
yarışlar	-11.963543891906738	2	yar Ä±ÅŁ lar
Ferrari	-11.963417053222656	2	F err ari
ögey	-11.963410377502441	2	Ã¶ ge y
şantaj	-11.963409423828125	2	ÅŁ ant aj
səbir	-11.963297843933105	2	s ÉĻ bir
təq	-11.9629545211792	2	t ÉĻ q
Fridrix	-11.96150016784668	2	F rid rix
Xeyr	-11.96109390258789	2	X ey r
lardakı	-11.961076736450195	2	lard ak Ä±
Oqtay	-11.961021423339844	2	O qt ay
duyur	-11.960806846618652	2	du y ur
dürüst	-11.960531234741211	2	d Ã¼rÃ¼ st
yaşım	-11.960504531860352	2	ya ÅŁ Ä±m
Qurani	-11.960485458374023	2	Q ur ani
statistikası	-11.960455894470215	2	stat istik asÄ±
müasir	-11.960189819335938	2	mÃ¼ as ir
şteyn	-11.960174560546875	2	ÅŁ te yn
səbr	-11.960010528564453	2	s ÉĻ br
Zahid	-11.959935188293457	2	Z ah id
komandadan	-11.959835052490234	2	kom and adan
üstəlik	-11.958641052246094	2	Ã¼st ÉĻ lik
artırıldı	-11.958630561828613	2	art Ä±r Ä±ldÄ±
cilddə	-11.958178520202637	2	cil dd ÉĻ
berqin	-11.957767486572266	2	ber q in
akkreditə	-11.957685470581055	2	akk redit ÉĻ
Seriya	-11.957079887390137	2	S eri ya
teleskop	-11.956750869750977	2	te les kop
otağın	-11.955737113952637	2	ota ÄŁ Ä±n
iaşə	-11.955321311950684	2	ia ÅŁ ÉĻ
lüyə	-11.954928398132324	2	lÃ¼ y ÉĻ
yaşlarından	-11.95298957824707	2	ya ÅŁ larÄ±ndan
Johann	-11.952746391296387	2	J oh ann
rilmə	-11.952678680419922	2	r ilm ÉĻ
buynuz	-11.952374458312988	2	bu yn uz
Ordusuna	-11.952244758605957	2	Ord us una
pilotu	-11.952003479003906	2	p ilot u
almağı	-11.951973915100098	2	al ma ÄŁÄ±
tmək	-11.951465606689453	2	tm ÉĻ k
gənc	-11.950852394104004	2	g ÉĻ nc
binanı	-11.950806617736816	2	bin an Ä±
demokrat	-11.95065689086914	2	dem ok rat
lanmaq	-11.950207710266113	2	lan ma q
miqrant	-11.949470520019531	2	mi qr ant
Qusar	-11.948942184448242	2	Q us ar
Dostları	-11.948639869689941	2	D ost larÄ±
biznesin	-11.948321342468262	2	biz nes in
adekvat	-11.948290824890137	2	ade kv at
stadionunda	-11.947713851928711	2	stad ion unda
bənd	-11.947450637817383	2	b ÉĻ nd
asandır	-11.947383880615234	2	as and Ä±r
musiqinin	-11.947086334228516	2	mus iq inin
oyunların	-11.94696044921875	2	oy un larÄ±n
boksçu	-11.94643783569336	2	b oks Ã§u
istixana	-11.946313858032227	2	ist ix ana
dəmir	-11.94614315032959	2	d ÉĻ mir
sət	-11.946135520935059	2	s ÉĻ t
ağrılar	-11.946109771728516	2	aÄŁ rÄ± lar
Birinci	-11.94524097442627	2	B ir inci
Taleh	-11.94512939453125	2	T ale h
Aqil	-11.944304466247559	2	A q il
natrium	-11.944003105163574	2	n atri um
direktorlar	-11.94384479522705	2	dire ktor lar
efirə	-11.943705558776855	2	ef ir ÉĻ
dirijor	-11.94365119934082	2	dir ij or
etmişik	-11.94356632232666	2	et miÅŁ ik
lıqda	-11.942337989807129	2	lÄ± q da
suallara	-11.942296028137207	2	su all ara
ölkə	-11.941082000732422	2	Ã¶ lk ÉĻ
ehtiras	-11.941032409667969	2	e ht iras
avroya	-11.940814971923828	2	av roy a
oğlanın	-11.940364837646484	2	oÄŁ lan Ä±n
kitabına	-11.939903259277344	2	kit ab Ä±na
debeti	-11.939852714538574	2	de bet i
infarkt	-11.938372611999512	2	inf ark t
kiçik	-11.938178062438965	2	ki Ã§ ik
bölüş	-11.937939643859863	2	b Ã¶l Ã¼ÅŁ
Kubok	-11.937386512756348	2	K ub ok
lüyün	-11.937116622924805	2	lÃ¼ y Ã¼n
iltihabı	-11.936107635498047	2	ilt ih abÄ±
karikatura	-11.935771942138672	2	kar ik atura
toponim	-11.935547828674316	2	top on im
səh	-11.935513496398926	2	s ÉĻ h
krallığı	-11.93443489074707	2	kr all Ä±ÄŁÄ±
kompakt	-11.93372631072998	2	k omp akt
Admiral	-11.933671951293945	2	Ad mir al
miqyas	-11.933279991149902	2	mi q yas
Ordubad	-11.9324312210083	2	Ord ub ad
kapitalın	-11.931746482849121	2	kap ital Ä±n
otaqlar	-11.931479454040527	2	ota ql ar
çalışdığını	-11.931256294250488	2	Ã§ alÄ±ÅŁ dÄ±ÄŁÄ±nÄ±
Sakson	-11.930547714233398	2	S ak son
fənn	-11.930075645446777	2	f ÉĻ nn
Komissarı	-11.929990768432617	2	Kom iss arÄ±
yəni	-11.929752349853516	2	y ÉĻ ni
törədir	-11.928921699523926	2	tÃ¶r ÉĻ dir
Xalid	-11.928848266601562	2	X al id
suların	-11.928658485412598	2	s ular Ä±n
Sənan	-11.928175926208496	2	S ÉĻ nan
Tbilisi	-11.9280424118042	2	T bil isi
melodiya	-11.9279146194458	2	mel odi ya
böyüyü	-11.92784595489502	2	bÃ¶ yÃ¼ yÃ¼
rahatlığı	-11.927671432495117	2	ra hat lÄ±ÄŁÄ±
Rabbi	-11.926626205444336	2	R ab bi
gübrə	-11.926424026489258	2	gÃ¼ br ÉĻ
sinfinin	-11.926200866699219	2	sin fin in
Fər	-11.925893783569336	2	F ÉĻ r
toplamağa	-11.92576789855957	2	top lama ÄŁa
Əhdi	-11.925403594970703	2	Æı h di
yoxa	-11.924691200256348	2	y ox a
Yuxu	-11.922856330871582	2	Y ux u
hormon	-11.922765731811523	2	h orm on
mesajlar	-11.922432899475098	2	mes aj lar
tapşır	-11.922173500061035	2	tap ÅŁ Ä±r
yazarı	-11.922035217285156	2	y azar Ä±
həcm	-11.92188549041748	2	h ÉĻ cm
Seçilmiş	-11.921721458435059	2	Se Ã§ ilmiÅŁ
fortepiano	-11.921717643737793	2	fort ep iano
mühasib	-11.921101570129395	2	mÃ¼ has ib
Holokost	-11.92080020904541	2	Hol ok ost
Adəm	-11.920799255371094	2	Ad ÉĻ m
qruplarına	-11.920499801635742	2	qr up larÄ±na
qər	-11.92028522491455	2	q ÉĻ r
ologiyası	-11.920002937316895	2	olog iy asÄ±
Şərif	-11.918854713439941	2	Åŀ ÉĻ rif
